id,name,cuisine,rating,price_range,coordinates,address,phone,website,description,hours,image,family_friendly,amenities,owner_id,is_active,created_at,updated_at,city,slug
4a763002-ce89-4c2d-b39d-242d6ab55ffb,Andy's Greek Taverna,Greek,4.5,$$,"(51.5377407,-0.1398794)","23 Pratt Street, London, NW1 0BE",0 20 7485 9718,https://www.andystaverna.co.uk/,"Since 1967, a family owned relaxed taverna serving classical Greek dishes.",Mon-Sun: 12:00-22:30,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/66ebf8e850cb5a8b8b1a96ef_andystaverna.webp,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""High chair"",""Baby change"",""Wheelchair access"",""Outdoor seating"",""Vegetarian"",""Vegan"",""Halal"",""Takeaway"",""Dog friendly"",""Quick service""]",,true,2025-10-07 18:55:51.27332+00,2025-10-08 09:01:11.333336+00,London,andys-greek-taverna
4b8f0f12-322e-41f7-ba52-d03a00297e21,My Old Dutch,Dutch,4.5,$$,"(51.517531,-0.1220063)","131-132 High Holborn, London WC1V 6PS, UK",0 20 7242 5200,http://www.myolddutch.com/restaurants-home/,"Since 1958, delicious pancakes with a nice selection of savoury and sweet pancakes, salads, Dutch starters, and desserts. Locations in Holborn and Chelsea.","Mon: 10:00-21:00, Tue-Sat: 10:00-20:00, Sun: 10:00-18:00",https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f71678d1f71e84f7cad_old%2520dutch%2520holborn.png,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""High chair"",""Baby change in womens room"",""Kids menu"",""Wheelchair access"",""Vegetarian"",""Vegan"",""Good for groups"",""Takeaway""]",,true,2025-10-07 18:43:58.706203+00,2025-10-08 09:01:11.333336+00,London,my-old-dutch
4c1faa47-f7f9-4521-9364-9422ea34b2ec,Gelatorino,Italian,4.6,$,"(51.5126805,-0.1208744)","2 Russell St, London WC2B 5JD, UK",0 20 7240 0746,https://gelatorino.com/covent-garden-london,"Italian gelato, coffee, cake, pastries, and more. Another location in Richmond.","Mon-Sat: 09:00-20:00, Sun: 10:00-20:00",https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f9d3697913c5b48f93d_Gelatorino-Covent%2BGarden-2.jpeg,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""Baby change in womens room"",""Outdoor seating"",""Vegetarian"",""Vegan"",""Dairy Free"",""Gluten free"",""Good for groups"",""Takeaway"",""Dog friendly""]",,true,2025-10-07 18:51:49.258268+00,2025-10-08 09:01:11.333336+00,London,gelatorino
4c40b408-b34b-479b-9855-7e83feb2e33f,Rosa's Thai Soho,Thai,4.5,$$,"(51.5128018,-0.131714)","48 Dean Street, London, W1D 5BF",0 20 7494 1638,https://rosasthai.com/locations/rosas-thai-restaurant-delivery-takeaway-soho,"Modern Thai cuisine served in a compact, friendly cafe. Kids meal is £7.50 and includes starter, main, and a drink. Locations around London.","Mon-Fri: 12:00-22:30, Sat: 12:00-23:00, Sun: 12:00-22:00",https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/66ebf8dcfb8cc64e59d78b8e_rosas%2520soho.webp,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""High chair"",""Baby change"",""Kids menu"",""Outdoor seating"",""Vegetarian"",""Vegan"",""Halal"",""Takeaway"",""Dog friendly"",""Quick service""]",,true,2025-10-07 18:55:51.27332+00,2025-10-08 09:01:11.333336+00,London,rosas-thai-soho
4cf69db0-1ac2-415f-8046-207425f81a8d,The Three Crowns,British,4.5,$$,"(51.5271579,-0.0876822)","8 East Road, London, N1 6DX",0 20 3058 4810,http://www.threecrownsshoreditch.com/,A pub for seasonal British fare and craft beer. Menu is also good for kids.,"Mon: 16:00-23:00, Tue-Sat: 12:00-23:30, Sun: 12:00-22:30",,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""High chair"",""Baby change"",""Wheelchair access"",""Outdoor seating"",""Vegetarian"",""Vegan"",""Dog friendly"",""Quick service""]",,false,2025-10-07 19:07:16.337445+00,2025-10-08 09:01:11.333336+00,London,the-three-crowns
4d3e90af-0079-404c-897e-d72375a50df8,Flat Iron Covent Garden,Steakhouse,4.6,$$,"(51.510795,-0.1240732)","17-18 Henrietta St, London WC2E 8QH, UK",,https://flatironsteak.co.uk/restaurant/covent-garden,"Great steak for everyone also with burgers, delicious sides and free soft serve. Cash not accepted.","Mon-Tue: 12:00-22:30, Wed-Fri: 12:00-23:00, Sat: 12:00-23:30, Sun: 12:00-22:30",https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f85fbd1463ac1cb408f_Flat-Iron-Henrietta-PWF-0261-HDR-1050x699.jpeg,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""High chair"",""Baby change in womens room"",""Wheelchair access"",""Outdoor seating"",""Vegetarian"",""Vegan"",""Good for groups""]",,true,2025-10-07 18:50:49.585057+00,2025-10-08 09:01:11.333336+00,London,flat-iron-covent-garden
4d8dc6fe-454c-4a0b-9fb6-9f8fa4c70cdb,Jefferson's Ice Cream Brixton,Dessert,4.6,$,"(51.4635527,-0.1091009)","Arch 545 Brixton Station Rd, London SW9 8PF, UK",0 20 3149 1644,http://www.jeffersonsicecream.com/brixton/,"An independent family-owned artisan ice creamery. Another location in Balham, London.","Mon-Tue: closed, Wed-Fri: 17:00-22:00, Sat: 14:00-22:00, Sun: 14:00-21:30",https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f8c2ff8cf317dc3a30f_jeffersons%2520ice%2520cream.jpeg,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""Baby change in womens room"",""Wheelchair access"",""Outdoor seating"",""Good for groups"",""Takeaway"",""Dog friendly""]",,true,2025-10-07 18:50:49.585057+00,2025-10-08 09:01:11.333336+00,London,jeffersons-ice-cream-brixton
4de992bf-e194-41cb-a14b-f2b505368c8f,ITJL Colindale Station,American,4.0,$,"(51.5953813,-0.2505351)","10 Charcot Road, London, NW9 5HR",0 20 3952 7517,https://www.itjl.co.uk/,"All day breakfast including halal, vegan & gluten free selections, American Buttermilk Pancakes, burgers, and more.","Mon-Fri: 07:00-20:00, Sat-Sun: 09:00-20:00",https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f4cb127b9b6e35c92e1_Color%2520logo%2520with%2520background%25201%2520(2).png,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""High chair"",""Baby change"",""Kids menu"",""Wheelchair access"",""Outdoor seating"",""Vegetarian"",""Vegan"",""Halal"",""Takeaway"",""Dog friendly"",""Quick service""]",,false,2025-10-07 18:58:45.738564+00,2025-10-08 09:01:11.333336+00,London,itjl-colindale-station
4e258ae3-e080-4903-b033-8478d12c161b,Sweet Thursday,Italian,4.6,$$,"(51.541139,-0.085393)","95 Southgate Rd, London N1 3JS, UK",0 20 7226 1727,http://www.sweetthursday.co.uk/,Neapolitan style pizzeria with a wine shop and private events space. Kids pasta £6.5 and pizza £7.,"Mon-Thu: 12:00-22:00, Fri-Sat: 12:00-22:30, Sun: 12:00-21:00",https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f96e3b3be77c60373c1_sweet%2520thursday.jpeg,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""High chair"",""Baby change in womens room"",""Kids menu"",""Wheelchair access"",""Outdoor seating"",""Playground nearby"",""Vegetarian"",""Vegan"",""Good for groups"",""Takeaway"",""Dog friendly""]",,true,2025-10-07 18:50:49.585057+00,2025-10-08 09:01:11.333336+00,London,sweet-thursday
4fad1f65-f602-43ab-a33a-2bac2c3cccdf,Wok To Walk Cranbourn St,Asian,4.4,$,"(51.5116771,-0.1278513)","22 Cranbourn St, London WC2H 7AA, UK",0 20 7240 3617,https://www.woktowalk.com/uk/restaurants/,"Compact counter-service with made-to-order stir-fries, including vegan & vegetarian options. Cash not accepted. 6 locations around London.","Mon-Thu: 11:00-03:00, Fri-Sun: 11:00-05:00",https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f49b127b9b6e35c9137_wok%2520to%2520walk.jpeg,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""High chair"",""Baby change in unisex room"",""Wheelchair access"",""Outdoor seating"",""Vegetarian"",""Vegan"",""Good for groups"",""Takeaway"",""Dog friendly""]",,true,2025-10-07 18:41:01.534021+00,2025-10-08 09:01:11.333336+00,London,wok-to-walk-cranbourn-st
4fb01c9d-28be-454a-bbaa-cf1f965181e4,De Vine,Cafe,4.0,$,"(51.5110165,-0.0756282)","2 America Square, London, EC3N 2PX",0 20 7488 9929,,Counter-service cafe & deli serving breakfast & lunch near Tower of London.,"Mon-Fri: 07:00-14:00, Sat-Sun: closed",https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8fcbb127b9b6e35d0942_de%2520vine.png,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""High chair"",""Baby change"",""Wheelchair access"",""Vegetarian"",""Vegan"",""Takeaway"",""Quick service""]",,false,2025-10-07 18:55:51.27332+00,2025-10-08 09:01:11.333336+00,London,de-vine
4ff740af-4345-42b1-8204-00b725f373e9,The Wolseley,European,4.6,$$,"(51.5074427,-0.1409233)","160 Piccadilly, St. James's, London W1J 9EB, UK",0 20 7499 6996,http://www.thewolseley.com/,"A British elegant restaurant serving modern European food & afternoon tea with grand, art deco glamour. Cash not accepted.","Mon-Sat: 07:00-23:00, Sun: 08:00-22:00",https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f55438791db5c8ef2bb_the%2520wolseley%2520.jpeg,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""High chair"",""Baby change in unisex room"",""Wheelchair access"",""Vegetarian"",""Vegan"",""Good for groups"",""Dog friendly""]",,true,2025-10-07 18:42:49.636036+00,2025-10-08 09:01:11.333336+00,London,the-wolseley
5085f967-ec71-4acb-bd01-b390156d8044,Seven Dials Market,Food Court,4.5,$$,"(51.5139632,-0.1260421)","Seven Dials Market, London, WC2H 9AU",,http://www.sevendialsmarket.com/,"Multi-level food court with dozens of restaurants & bars, bookshop & event space. Plenty of options for everyone.","Mon-Tue: 12:00-22:00, Wed-Sat: 11:00-23:00, Sun: 11:00-21:00",https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8fbb4d2848ceeedb1607_Copy%2520of%2520Copy%2520of%2520Copy%2520of%2520Seven%2520DIals%2520Market%2520_%2520launchnighthighlights_%2520%40weAreContent_September%25207%25202019%2520KERB_LAUNCH_Highlights_VF-9728.jpeg,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""High chair"",""Baby change"",""Wheelchair access"",""Outdoor seating"",""Vegetarian"",""Vegan"",""Takeaway"",""Dog friendly"",""Quick service"",""Pram storage""]",,true,2025-10-07 18:55:51.27332+00,2025-10-08 09:01:11.333336+00,London,seven-dials-market
53020725-b132-4ae0-96ef-bd3fcdc8d4e7,The Wands & Wizard Exploratorium,Cafe,4.5,$$,"(51.5133688,-0.130256)","26 Greek St, London W1D 5DE, UK",0 20 8106 6911,http://www.wizardexploratorium.io/tea,A bewitching afternoon tea experience with working magic wands to brew interactive teas and enjoy fantastical treats.,"Mon-Tue: closed, Wed-Sun: 11:45-23:00",https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f9ade1265dbc0575030_wizard.png,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""Baby change in womens room"",""Good for groups""]",,true,2025-10-07 18:51:49.258268+00,2025-10-08 09:01:11.333336+00,London,the-wands-wizard-exploratorium
5315e0c9-9083-4609-b8c8-b42a05a3c63d,Mama Restaurant London,International,4.5,$$,"(51.5321453,-0.0617021)","437 Hackney Rd, London E2 8PP, UK",0 20 7613 6500,https://mamashelter.com/london-shoreditch/eat-drink/,"Hip restaurant with fooseball, arcade games, and more. Diverse menu with something for everyone, Saturday brunch and Sunday roast. Located in the Mama Shelter hotel.","Mon-Sat: 08:00-22:00, Sun: 08:00-21:00",https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f8f1283fc8dea84227a_IMG_2123.jpeg,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""High chair"",""Baby change in womens room"",""Kids menu"",""Wheelchair access"",""Outdoor seating"",""Playground nearby"",""Vegetarian"",""Vegan"",""Gluten free"",""Good for groups"",""Dog friendly"",""Games available"",""Kids play space""]",,true,2025-10-07 18:50:49.585057+00,2025-10-08 09:01:11.333336+00,London,mama-restaurant-london
5325b99a-2478-4409-a052-87c960be70ae,Nobu London (Old Park Lane),Japanese,4.5,$$$$,"(51.505149,-0.1501351)","19 Old Park Lane, London, W1K 1LB",0 20 7447 4747,https://www.noburestaurants.com/london-old-park-lane/home-2,"Nobu style cuisine since 1997 serving sushi, cocktails, and sake.","Mon-Sun: 12:00-14:30, 18:00-22:30",https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f4cb127b9b6e35c92e1_Color%2520logo%2520with%2520background%25201%2520(2).png,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""High chair"",""Baby change"",""Kids menu"",""Wheelchair access"",""Small plates"",""Vegetarian"",""Vegan"",""Takeaway"",""Quick service""]",,false,2025-10-07 18:55:51.27332+00,2025-10-08 09:01:11.333336+00,London,nobu-london-old-park-lane
5462b2b6-321c-4c45-834a-eff4f7c51807,Ray Park Cafe,Cafe,4.5,$,"(51.6098184,0.0456898)","Ray Park Cafe James Leal Centre Ray Park, Snakes Ln E, London IG8 7JF, UK",0 20 3652 0328,https://www.facebook.com/rayparkcafe/,Quaint cafe in a park with a play area inside. Next to the playground.,Daily: 08:30-18:30,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/66e40c0e6078c33685506af9_Ray%2520Park%2520cafe.jpeg,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""High chair"",""Baby change in unisex room"",""Kids menu"",""Wheelchair access"",""Outdoor seating"",""Playground nearby"",""Vegetarian"",""Vegan"",""Good for groups"",""Takeaway"",""Dog friendly"",""Games available"",""Kids play space""]",,true,2025-10-07 18:39:10.01835+00,2025-10-08 09:01:11.333336+00,London,ray-park-cafe
556035a1-08f6-471b-a498-1ffdfc1c38c3,Fiore Dell Amore Italian Restaurant Shoreditch,Italian,4.5,$$,"(51.5238175,-0.0713871)","192a Brick Lane, London, E1 6SA",0 20 3827 9445,https://www.fioredellamore.co.uk/,"Authentic Italian in a beautiful setting, offering breakfast, lunch, and dinner. Combine with a tour of street art on Brick Lane or Spitalfields City Farm.","Mon-Thu: 10:00-22:00, Fri-Sat: 10:00-23:00, Sun: 10:00-22:00",,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""High chair"",""Baby change"",""Kids menu"",""Wheelchair access"",""Playground nearby"",""Vegetarian"",""Vegan"",""Halal"",""Takeaway"",""Quick service""]",,false,2025-10-07 18:58:45.738564+00,2025-10-08 09:01:11.333336+00,London,fiore-dell-amore-italian-restaurant-shoreditch
559b56d4-e077-46a5-8ffa-1356c702a6c8,Mildreds Dalston,Vegan,4.6,$$,"(51.5454324,-0.0746652)","1, Thomas Tower, Dalston Square, London, England, E8 3GU, GB",020 8017 1815,http://www.mildreds.co.uk/,A light-filled space with an plant-based menu and friendly staff. 6 locations around London.,"Mon-Sat: 11:00-23:30, Sun: 11:00-22:30",https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/66e40be6ff3875df05e3711f_Mildreds%2520Dalston.jpeg,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""High chair"",""Baby change in unisex room"",""Kids menu"",""Wheelchair access"",""Outdoor seating"",""Vegan"",""Dairy Free"",""Good for groups"",""Takeaway"",""Dog friendly""]",,true,2025-10-07 18:36:13.126532+00,2025-10-08 09:01:11.333336+00,London,mildreds-dalston
582df839-e47b-4a81-ba8a-6f514cae6300,Shoryu Ramen Soho,Japanese,4.5,$$,"(51.510858,-0.134365)","3 Denman Street, London, W1D 7HA",0 20 3405 2392,http://www.shoryuramen.com/stores/11-soho,"Ramen dishes, Japanese street food, buns, curry and sakes. Kids meal is £8.50 for children 11 and under) and includes edamame, a main, and ice cream. 10 locations around London.","Mon-Wed: 11:30-23:00, Thu-Fri: 11:30-23:30, Sat: 11:30-00:00, Sun: 11:30-22:00",https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8fc12ff8cf317dc3d4a6_shoryu%2520soho.jpeg,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""High chair"",""Baby change"",""Kids menu"",""Wheelchair access"",""Small plates"",""Vegetarian"",""Vegan"",""Takeaway"",""Quick service""]",,true,2025-10-07 18:55:51.27332+00,2025-10-08 09:01:11.333336+00,London,shoryu-ramen-soho
5842af81-6b2e-4edf-bb58-e4862c7a1bd1,Sticks'n'Sushi Wimbledon,Japanese,4.6,$$,"(51.4225872,-0.2094116)","58 Wimbledon Hill Rd, London SW19 7PA, UK",020 3141 8800,https://sticksnsushi.com/en/restaurants/london/wimbledon,"Japanese restaurant based on a renowned Danish concept, offering sushi and grilled yakitori skewers. 10 locations around London.","Mon: 11:30-22:00, Tue: 11:30-10:00, Wed-Sun: 11:30-23:00",https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/66e40bcebe0ec2f5f934d505_sticksnsushi_wimbledon_restaurant-05_1620x1080_ny.png,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""High chair"",""Baby change in womens room"",""Kids menu"",""Wheelchair access"",""Vegetarian"",""Vegan"",""Gluten free"",""Good for groups"",""Takeaway""]",,true,2025-10-07 18:30:42.259227+00,2025-10-08 09:01:11.333336+00,London,sticksnsushi-wimbledon
588464d6-e658-4982-bf46-a74f84e22894,Azzurro,Italian,4.5,$$,"(51.5044503,-0.1146752)","1 Sutton Walk, London SE1 7ND, UK",0 20 7620 1300,https://azzurro-restaurant.co.uk/,"Minutes from Waterloo, near South Bank and Jubiliee Gardens Playground & London Eye, all-day Italian dining. Kids menu £7.95. Cash not accepted.","Mon-Sat: 11:00-23:00, Sun: 11:00-22:00",https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f6a278c80cda2be7832_azzurro.png,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""High chair"",""Baby change in womens room"",""Kids menu"",""Wheelchair access"",""Outdoor seating"",""Playground nearby"",""Tourist attraction nearby"",""Vegetarian"",""Vegan"",""Good for groups"",""Takeaway""]",,true,2025-10-07 18:43:58.706203+00,2025-10-08 09:01:11.333336+00,London,azzurro
58ee9538-9b83-4e51-b6bf-188592d89388,Honest Burgers Covent Garden,American,4.5,$$,"(51.5108705,-0.1221222)","33 Southampton St, London WC2E 7HE, UK",0 20 3148 9505,https://www.honestburgers.co.uk/locations/covent-garden/,"A burger chain with beef, chicken, vegan & vegetarian options. Over 30 locations around London.","Mon: 11:00-22:30, Tue-Thu: 11:00-23:00, Fri-Sat: 11:00-23:30, Sun: 11:00-22:30",https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/683039ff16293d30fe5e62c1_66eb1c1fab7251b944e0284c_66e40bcc79566cf668095516_Color%25252520logo%25252520with%25252520background%252525201%25252520(2).png,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""High chair"",""Baby change in unisex room"",""Kids menu"",""Wheelchair access"",""Outdoor seating"",""Vegetarian"",""Vegan"",""Good for groups"",""Takeaway"",""Dog friendly""]",,true,2025-10-07 18:41:01.534021+00,2025-10-08 09:01:11.333336+00,London,honest-burgers-covent-garden
598dc5cd-1d7e-4b56-adb7-d996320aedcf,Anilo's Kitchen,Mediterranean,4.5,$$,"(51.5251618,-0.1101581)","6 Exmouth Market, London, EC1R 4PX",0 20 7837 0909,http://www.aniloskitchen.com/,"A Mediterranean restaurant with hot and cold starters, specials, grills, seafood, pasta, vegetarian dishes, salads, sides, desserts, offering wines, spirits, beers, soft drinks, cocktail, coffee, tea.","Mon-Sat: 12:00-23:00, Sun: 12:00-22:30",https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f4cb127b9b6e35c92e1_Color%2520logo%2520with%2520background%25201%2520(2).png,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""High chair"",""Baby change"",""Wheelchair access"",""Outdoor seating"",""Vegetarian"",""Vegan"",""Takeaway"",""Dog friendly"",""Quick service""]",,false,2025-10-07 18:58:45.738564+00,2025-10-08 09:01:11.333336+00,London,anilos-kitchen
59f3234c-390a-4a41-904a-0c14c8e3e2ad,Barbican Kitchen,International,4.3,$$,"(51.5196026,-0.0932296)","Barbican Kitchen, Barbican Centre, Silk St, Barbican, London EC2Y 8DS, UK",0 20 7638 4141,https://www.benugo.com/partnerships/public-spaces/par/barbican/barbican-kitchen,"Deli/cafe with counter service for international dishes, cakes, and salads. Combine with a show or movie at the Barbican and nearby Fortune Street Park Playground.",Daily: 10:00-20:00,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/66e40bd0c9983e0760bf645a_WhatsApp%2520Image%25202024-05-10%2520at%252016.57.46.jpeg,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""High chair"",""Baby change in unisex room"",""Kids menu"",""Wheelchair access"",""Outdoor seating"",""Playground nearby"",""Vegetarian"",""Vegan"",""Good for groups"",""Free kids meal"",""Takeaway""]",,true,2025-10-07 18:33:15.138688+00,2025-10-08 09:01:11.333336+00,London,barbican-kitchen
5a9c3754-71b3-4771-bb2d-b11416b92df3,Poppies Fish & Chips,British,4.6,$$,"(51.5125657,-0.1327136)","55-59 Old Compton St, London W1D 6HW, UK",0 20 7734 4845,https://poppiesfishandchips.co.uk/poppies-soho/,"Since 1952, a city favourite for fish and chips, also serving pasty, chicken, pies, and sausage. 4 locations around London. Kids menu £8.95.","Mon-Fri: 11:00-21:00, Sat-Sun: 11:00-22:00",https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f939d39a6de0abe10fa_poppies%2520compton%2520st.png,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""High chair"",""Baby change in womens room"",""Kids menu"",""Wheelchair access"",""Outdoor seating"",""Vegetarian"",""Vegan"",""Good for groups"",""Dog friendly""]",,true,2025-10-07 18:50:49.585057+00,2025-10-08 09:01:11.333336+00,London,poppies-fish-chips
5c6ac3c4-800a-49f6-901a-f4bc5091a073,Frankie & Benny's,Italian,4.5,$$,"(51.5161418,-0.1748813)","144 Praed Street, London, W2 1HW",0 20 7262 3415,https://www.frankieandbennys.com/kids,"New York Italian restaurant with family favorites- pizza, pasta, meatballs, and more. Also hosts children's birthday parties. Check website for kids eat free during school holidays.","Mon-Fri: 07:00-21:00, Sat: 07:00-22:00, Sun: 07:00-21:00",https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f9016678d1f71e8501dc6_francky.jpeg,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""High chair"",""Baby change"",""Kids menu"",""Wheelchair access"",""Small plates"",""Vegetarian"",""Vegan"",""Takeaway"",""Quick service""]",,true,2025-10-07 19:07:16.337445+00,2025-10-08 09:01:11.333336+00,London,frankie-bennys-5c6ac3c4
5d3de461-bb21-4c1f-84f5-2442aa7a5fe2,Megan's on the High Street Restaurant (Kensington),Mediterranean,4.4,$$,"(51.4996519,-0.1974341)","204 Kensington High St, London W8 7RG, UK",0 20 3468 0219,https://megans.co.uk/bookings/,All day dining that includes a little kids menu and a big kids menu with vegetarian and vegan options. A great place for the whole family!,"Mon-Thu: 08:30-21:30, Fri-Sat: 08:30-22:30, Sun: 09:00-21:30",https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/66e40bf71974d4d441bb8598_WhatsApp%2520Image%25202024-05-20%2520at%252012.43.33.jpeg,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""High chair"",""Baby change in unisex room"",""Kids menu"",""Wheelchair access"",""Outdoor seating"",""Vegetarian"",""Vegan"",""Dairy Free"",""Good for groups""]",,true,2025-10-07 18:39:10.01835+00,2025-10-08 09:01:11.333336+00,London,megans-on-the-high-street-restaurant-kensington
606d6c21-346c-4ac7-ba3a-5ff6f2bee462,Where The Pancakes Are - Fitzrovia,American,4.6,$$,"(51.5181873,-0.1346484)","7 Charlotte St., London W1T 1RG, UK",0 20 3838 8820,https://www.wherethepancakesare.com/restaurants/,All-day dining with sweet and savour pancakes and Dutch babies. Easily store foldable prams at this location. Three locations across London. Cash not accepted.,"Mon-Sat: 08:00-16:00, Sun: 08:00-17:00",https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f79ec62a722ad710c61_where%2520pancakes%2520fitz.png,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""High chair"",""Baby change in unisex room"",""Kids menu"",""Wheelchair access"",""Outdoor seating"",""Vegetarian"",""Vegan"",""Good for groups"",""Takeaway"",""Dog friendly""]",,true,2025-10-07 18:45:48.723948+00,2025-10-08 09:01:11.333336+00,London,where-the-pancakes-are---fitzrovia
60ab80c4-54fe-4e94-b193-e7bbe22361af,Din Tai Fung Centre Point,Chinese,4.7,$$,"(51.5163002,-0.1293852)","Unit R04, 11 St Giles Square, London WC2H 8AP, UK",0 20 3034 0368,https://dintaifung-uk.com/reservations/,Best place for dumplings! Great for groups. Menu is good for kids. Cash not accepted.,"Mon-Fri: 12:00-23:00, Sat: 11:00-23:00, Sun: 11:00-22:00",https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/66e40bf879566cf668099213_din%2520tai%2520fung.webp,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""High chair"",""Baby change in unisex room"",""Wheelchair access"",""Vegetarian"",""Vegan"",""Good for groups""]",,true,2025-10-07 18:39:10.01835+00,2025-10-08 09:01:11.333336+00,London,din-tai-fung-centre-point
