Name,Address Line 1,Address Line 2,City,State,Postcode,Country,Phone,Email,URL,Visible,Filters,Hours ID,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Timezone,Marker ID,Type,Slug,Image,Facebook,X / Twitter,Instagram,Yelp,Full Address,Lat,Lng,StoreRocket ID,Field: Details,Field: Google maps link,Field: Item ID,Button: View restaurant
Cinquecento Soho,Cinquecento Soho,6 Greek Street,London,England,W1D 4DE,GB,0 20 7287 7705,,https://cinquecentopizzeria.com/our-soho-pizza-restaurant/,1,"High chair, Baby change in unisex room, Kids' menu, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Cosy, Good for groups, Takeaway, Friendly staff, Healthy, Kids' colouring, Quick service, A/C",,"12:00-16:00,17:00-22:30","12:00-16:00,17:00-22:30","12:00-16:00,17:00-22:30","12:00-16:00,17:00-22:30",12:00-23:00,12:00-23:00,"12:00-16:00,17:00-22:30",Europe/London,,FALSE,cinquecento-soho-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/66e40c2d930c3e53e89e182b_Cinque-SOHO-Interior-29.jpeg,,,,,"6 Greek St, London W1D 4DE, UK",51.5146718,-0.1311460,68MKVrQ149,"Authentic Neapolitan Pizzeria also serving starters, salads and pasta with 5 locations around London. Delivery also available.  📸 Cinquecento Soho",https://maps.app.goo.gl/VTsWBBYZiE9P9Ac97,66e40c2d930c3e53e89e182f,https://thenugget.app/template/location/cinquecento-soho-london-england
Prezzo Italian Restaurant London Glasshouse St Soho,Prezzo Italian Restaurant London Glasshouse St Soho,36 Glasshouse Street,London,England,W1B 5DL,GB,0 20 8176 6256,,https://www.prezzo.co.uk/restaurants/london-glasshouse-st-soho/,1,"High chair, Baby change in unisex room, Kids' menu, Wheelchair access, Outdoor seating, Tourist attraction nearby, Small sharing plates, Vegetarian, Vegan, Relaxed, Buzzy, Good for groups, Takeaway, Dog friendly, Healthy, Kids' colouring, Quick service, A/C",,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,11:30-23:30,11:30-23:30,11:30-22:30,Europe/London,,FALSE,prezzo-italian-restaurant-london-glasshouse-st-soho-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f483daec99825570efa_prezzo%2520soho.jpeg,,,,,"36 Glasshouse St, London W1B 5DL, UK",51.5106061,-0.1368270,LJykN7Ekpl,"Casual Italian chain restaurant for stone-baked pizzas and classic pastas, plus separate kids' menu. Cash not accepted; near Piccadilly Circus. 7 locations around London.  📸 Prezzo",https://maps.app.goo.gl/2cDvsTTKAqKMzgc17,66e40c3030ff1c1efb5dc1f7,https://thenugget.app/template/location/prezzo-italian-restaurant-london-glasshouse-st-soho-london-england
Wok To Walk Cranbourn St,Wok To Walk Cranbourn St,22 Cranbourn Street,London,England,WC2H 7AA,GB,0 20 7240 3617,,https://www.woktowalk.com/uk/restaurants/,1,"High chair, Baby change in unisex room, Wheelchair access, Outdoor seating, Vegetarian, Vegan, Relaxed, Buzzy, Good for groups, Takeaway, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,11:00-03:00,11:00-03:00,11:00-03:00,11:00-03:00,11:00-05:00,11:00-05:00,11:00-05:00,Europe/London,,FALSE,wok-to-walk-cranbourn-st-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f49b127b9b6e35c9137_wok%2520to%2520walk.jpeg,,,,,"22 Cranbourn St, London WC2H 7AA, UK",51.5116771,-0.1278513,0pjYNWrg86,"Compact counter-service with made-to-order stir-fries, including vegan & vegetarian options. Cash not accepted. 6 locations around London.  📸 Wok to Walk",https://maps.app.goo.gl/752z6jGz75Ay1VGHA,66e40c31fd2ac7be9ff77dac,https://thenugget.app/template/location/wok-to-walk-cranbourn-st-london-england
Franco Manca,Franco Manca,51 Berwick Street,London,England,W1F 8SJ,GB,0 20 7734 9330,,http://www.francomanca.co.uk/restaurants/soho/,0,"High chair, Baby change in unisex room, Kids' menu, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Relaxed, Buzzy, Good for groups, Takeaway, Dog friendly, Friendly staff, Healthy, Kids' colouring, Quick service, A/C",,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-23:00,12:00-23:00,12:00-21:00,Europe/London,,FALSE,franco-manca-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/66fe5ed1a0546142da72cb28_franco%2520manca%2520Soho-Int-Ext-3.jpeg,,,,,"51 Berwick St, London W1F 8SJ, UK",51.5154341,-0.1363544,y8GDPjyBpr,"A neighbourhood pizzeria with friendly, fast service and affordable sourdough pizzas. Locations throughout the UK.  📸 Franco Manca",https://maps.app.goo.gl/Y8QC7K3piLqEPcNC8,66e40c328eb91179f815fe7d,https://thenugget.app/template/location/franco-manca-london-england
La Porchetta Pollo Bar,La Porchetta Pollo Bar,20 Old Compton Street,London,England,W1D 4TW,GB,0 20 7494 9368,,https://www.laporchetta.uk/,1,"High chair, Baby change in unisex room, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Cosy, Relaxed, Buzzy, Good for groups, Takeaway, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,15:45-23:45,15:45-23:45,15:45-23:45,15:45-23:45,12:00-23:45,12:00-23:45,12:00-23:45,Europe/London,,FALSE,la-porchetta-pollo-bar-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f4a0c2cea7c01653bae_Porchetta-8.jpeg,,,,,"20 Old Compton St, London W1D 4TW, UK",51.5136561,-0.1303269,k8P7QWk2Jb,"Cosy, buzzy Italian serving up pizza and pasta dishes. Seating over 2 floors. Perfect for pre-theatre and a family meal out.  📸 La Porchetta Pollo Bar",https://maps.app.goo.gl/pb4gub6z4SRLvhot9,66e40c358e78a7f55c2b5800,https://thenugget.app/template/location/la-porchetta-pollo-bar-london-england
Pizza Union Holborn,Pizza Union Holborn,1 New Oxford Street,London,England,WC1A 1LW,GB,,,https://www.pizzaunion.com/,0,"High chair, Baby change in unisex room, Wheelchair access, Small sharing plates, Vegetarian, Vegan, Cosy, Good for groups, Takeaway, Friendly staff, Healthy, Quick service, A/C",,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,Europe/London,,FALSE,pizza-union-holborn-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f4cb127b9b6e35c92e1_Color%2520logo%2520with%2520background%25201%2520(2).png,,,,,"1 New Oxford St, London WC1A 1LW, UK",51.5170761,-0.1232128,3827KdNMpB,"Italian pizza bar with Roman styled pizzas, 12 inch crispy crusts. Fast and fresh! 6 locations in London",https://maps.app.goo.gl/HcqGzHuYXG34DjNa9,66e40c377292e2acdad5199d,https://thenugget.app/template/location/pizza-union-holborn-london-england
Rossopomodoro Covent Garden,Rossopomodoro Covent Garden,50-52 Monmouth Street,London,England,WC2H 9EP,GB,0 20 7240 9095,,https://www.rossopomodoro.co.uk/,1,"High chair, Baby change in unisex room, Kids' menu, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Halal, Good for groups, Takeaway, Dog friendly, Friendly staff, Healthy, Kids' colouring, Quick service, A/C",,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,Europe/London,,FALSE,rossopomodoro-covent-garden-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f4ed657cea8fc0b0253_Rossopomodoro.jpeg,,,,,"50-52 Monmouth St, London WC2H 9EP, UK",51.5130036,-0.1272604,k8P7Q1PAJb,"Neapolitan pizza and pasta; new kids' menu in collaboration with Disney, includes a gift for £7.95; 4 locations around London. 📸 Rossopomodoro",https://maps.app.goo.gl/rfsMzgQCefi4QVvo6,66e40c384e55373443ee0b32,https://thenugget.app/template/location/rossopomodoro-covent-garden-london-england
"The Churchill Arms, Kensington","The Churchill Arms, Kensington",119 Kensington Church Street,London,England,W8 7LN,GB,0 20 7727 4242,,https://www.churchillarmskensington.co.uk/,1,"High chair, Baby change in unisex room, Wheelchair access, Playground nearby, Small sharing plates, Vegetarian, Vegan, Relaxed, Good for groups, Takeaway, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:30,12:00-22:30,Europe/London,,FALSE,the-churchill-arms-kensington-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f4fde1265dbc0570cbc_churchill%2520gallery-15.jpeg,,,,,"119 Kensington Church St, London W8 7LN, UK",51.5069117,-0.1948010,B8eAny6289,"Beautiful flower covered Fullers pub filled with Churchill memorabilia, serving Thai noodles and curry. Cash not accepted. Combine with  Diana, Princess of Wales Memorial Playground (before it closes for refurbishment autumn 2025).  📸 The Churchill Arms",https://maps.app.goo.gl/f6oPXrRP2T6HXiSf9,66e40c39e530ca2a89d3f6ee,https://thenugget.app/template/location/the-churchill-arms-kensington-london-england
"The Hung Drawn & Quartered, EC3","The Hung Drawn & Quartered, EC3",26-27 Great Tower Street,London,England,EC3R 5AQ,GB,0 20 7626 6123,,https://www.hung-drawn-and-quartered.co.uk/,1,"High chair, Baby change in unisex room, Wheelchair access, Tourist attraction nearby, Small sharing plates, Vegetarian, Vegan, Relaxed, Good for groups, Takeaway, Dog friendly, Friendly staff, Healthy, Kids' colouring, Quick service, A/C",,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,12:00-23:00,12:00-16:00,Europe/London,,FALSE,the-hung-drawn-quartered-ec3-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f50024a12f1cbc31f2c_Hung%2520drawn%2520Fullers_HDQ_AnnabelStaff_240627_121706_5008.jpeg,,,,,"26-27 Great Tower St, London EC3R 5AQ, UK",51.5096011,-0.0807812,Z4vZNdeD4Q,"Historic Fullers pub with chandeliers, marble columns and gold-framed historical portraits. Enjoy sandwiches, pies, mains, steaks and dessert. Kids menu £8.95 and kids Sunday roast is £10.50. Combine with Tower of London. Cash not accepted.  📸 The Hung Drawn & Quartered",https://maps.app.goo.gl/4VN15jhwke7iVg9K6,66e40c3aa4efdbeaefacdac6,https://thenugget.app/template/location/the-hung-drawn-quartered-ec3-london-england
Regency Cafe,Regency Cafe,17-19 Regency Street,London,England,SW1P 4BY,GB,0 20 7821 6596,,https://regencycafe.has.restaurant/,1,"High chair, Baby change in unisex room, Wheelchair access, Small sharing plates, Vegetarian, Vegan, Cosy, Relaxed, Good for groups, Takeaway, Friendly staff, Healthy, Quick service, A/C",,07:00-14:30,07:00-14:30,07:00-14:30,07:00-14:30,07:00-14:30,07:00-12:00,closed,Europe/London,,FALSE,regency-cafe-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f51639cb5e91b66d270_regency_13%2520cafe.jpeg,,,,,"17-19 Regency St, London SW1P 4BY, UK",51.4939795,-0.1322036,B4Le9LG5Je,"Since 1946, a casual art deco corner cafe, serving traditional full English breakfast, pies, sandwiches, jacket potatoes, burgers, and more. Cash not accepted. 📸 The Regency Café",https://maps.app.goo.gl/D7AT6jmW5Dq42APe8,66e40c3b80ffac5ddc1d0b01,https://thenugget.app/template/location/regency-cafe-london-england
The Ship & Shovell,The Ship & Shovell,2 Craven Passage,London,England,WC2N 5NF,GB,0 20 7839 1311,,https://www.shipandshovell.co.uk/,1,"High chair, Baby change in unisex room, Small sharing plates, Cosy, Good for groups, Dog friendly, Friendly staff, A/C",,12:00-15:30,12:00-15:30,12:00-15:30,12:00-15:30,12:00-15:30,12:00-16:00,closed,Europe/London,,FALSE,the-ship-shovell-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f526fef66588043ddd1_Ship%2520and%2520shovell.png,,,,,"2 Craven Passage, London WC2N 5NF, UK",51.5076132,-0.1247324,Q8dwNyqOJr,"Traditional English pub with oak-panelled booths, on both sides of the street joined by an underground cellar. Cash not accepted; Pub opened other hours, but food service is Monday - Friday: 12pm - 3.30pm; Saturday: 12pm - 4pm. 📸",https://maps.app.goo.gl/reAzt5drSNy3xBYr7,66e40c3c32f01adb443159a6,https://thenugget.app/template/location/the-ship-shovell-london-england
Sherlock Holmes,Sherlock Holmes,10 Northumberland Street,London,England,WC2N 5DB,GB,0 20 7930 2644,,https://www.greeneking.co.uk/pubs/greater-london/sherlock-holmes,1,"High chair, Baby change in unisex room, Kids' menu, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Dairy Free, Gluten free, Cosy, Relaxed, Buzzy, Good for groups, Takeaway, Dog friendly, Healthy, Kids' colouring, A/C",,11:00-23:00,11:00-23:00,11:00-23:00,11:00-00:00,11:00-00:00,11:00-00:00,11:00-23:00,Europe/London,,FALSE,sherlock-holmes-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/66e40c3df5ad5d18e8bbdf0e_Sherlock%2520holmes.webp,,,,,"10 Northumberland St, London WC2N 5DB, UK",51.5073412,-0.1252074,y8GDPzjBpr,"Traditional pub with Holmes-themed memorabilia, plus restaurant and roof garden. Serving Britsh classics and Sunday roast.Cash not accepted. 📸 The Sherlock Holmes",https://maps.app.goo.gl/jmdpQqtUiucdagJh9,66e40c3df5ad5d18e8bbdfb3,https://thenugget.app/template/location/sherlock-holmes-london-england
The Ivy Soho Brasserie,The Ivy Soho Brasserie,26-28 Broadwick Street,London,England,W1F 8JB,GB,0 2033011166,,https://ivy-menus-2.theloyaltyco.app/wp-content/uploads/2024/09/TIC_Premium_P4_ISC_Children_A4_.pdf,1,"High chair, Baby change in unisex room, Kids' menu, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Dairy Free, Buzzy, Good for groups, Friendly staff, Healthy, Kids' colouring, A/C",,08:30-00:00,08:30-00:00,08:30-00:00,08:30-00:00,08:30-00:00,09:00-00:00,09:00-23:00,Europe/London,,FALSE,the-ivy-soho-brasserie-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/66e40c3f3322a38c351a213d_Ivy%2520Soho.webp,,,,,"26-28 Broadwick St, London W1F 8JB, UK",51.5138360,-0.1357862,rJq9NyKOJq,Relaxed all-day dining with something for everyone. Great for groups and special celebrations. Kids menu from £8.95 with 15 locations around London. Cash not accepted. 📸 The Ivy Soho Brasserie,https://maps.app.goo.gl/ugdzTANPwpcyQKQY9,66e40c3f3322a38c351a214b,https://thenugget.app/template/location/the-ivy-soho-brasserie-london-england
The Duke of Cambridge,The Duke of Cambridge,30 Saint Peter's Street,London,England,N1 8JT,GB,0 20 7359 3066,,http://www.dukeorganic.co.uk/,1,"High chair, Baby change in unisex room, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Cosy, Good for groups, Dog friendly, Friendly staff, Healthy, Kids' colouring, Games available, Quick service",,closed,17:30-22:00,17:30-22:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-17:00,Europe/London,,FALSE,the-duke-of-cambridge-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f55f5a20e567497b5db_duke%2520of%2520cambridge.png,,,,,"30 St Peter's St, London N1 8JT, UK",51.5345849,-0.0986845,y8GDkDkYpr,"Gastropub serving organic meat, sustainable fish and healthy options. Organic beer and wine available.  Kids toys available. Baby change is down a set of stairs outside the men's and women's toilets. Great for birthday parties, weddings, or events. Private dining area available. 📸 Duke of Cambridge",https://maps.app.goo.gl/RRbokJJiZpghtmJV6,66e40c40d840780eaa50643b,https://thenugget.app/template/location/the-duke-of-cambridge-london-england
The Wolseley,The Wolseley,160 Piccadilly,London,England,W1J 9EB,GB,0 20 7499 6996,,http://www.thewolseley.com/,1,"High chair, Baby change in unisex room, Wheelchair access, Small sharing plates, Vegetarian, Vegan, Posh, Good for groups, Dog friendly, Friendly staff, Healthy, A/C",,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,08:00-23:00,08:00-22:00,Europe/London,,FALSE,the-wolseley-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f55438791db5c8ef2bb_the%2520wolseley%2520.jpeg,,,,,"160 Piccadilly, St. James's, London W1J 9EB, UK",51.5074427,-0.1409233,zpALPLEe8d,"A British elegant restaurant serving modern European food & afternoon tea with grand, art deco glamour. Cash not accepted; Reservations recommended. 📸 The Wolseley",https://maps.app.goo.gl/MLq7cbk8ZH8vDsTq7,66e40c421974d4d441bbdf8f,https://thenugget.app/template/location/the-wolseley-london-england
Brasserie Zedel,Brasserie Zedel,20 Sherwood Street,London,England,W1F 7ED,GB,0 20 7734 4888,,https://www.brasseriezedel.com/brasserie-zedel/,1,"High chair, Baby change in unisex room, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Fun / Quirky, Buzzy, Posh, Good for groups, Friendly staff, Healthy, Kids' colouring, A/C",,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,11:30-23:00,11:30-22:00,Europe/London,,FALSE,brasserie-zedel-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f569a73919fc233d493_Brasserie-Zedel-Restaurant-in-Soho-700x467.jpeg,,,,,"20 Sherwood St, London W1F 7ED, UK",51.5105561,-0.1355974,KpDEZE9V4d,French brasserie with live music and authentic Art Deco. Great for pre-theatre prix-fixe and family celebrations. Cash not accepted. 📸 Brasserie Zédel ,https://maps.app.goo.gl/jcZEfkG6VPYRPL7V6,66e40c44ae507d3b07a11400,https://thenugget.app/template/location/brasserie-zedel-london-england
Laughing Halibut,Laughing Halibut,38 Strutton Ground,London,England,SW1P 2HR,GB,0 20 7799 2844,,http://thelaughinghalibutlondon.com/,0,"High chair, Baby change in unisex room, Kids' menu, Small sharing plates, Vegetarian, Vegan, Halal, Relaxed, Buzzy, Good for groups, Takeaway, Healthy, Quick service, A/C",,11:15-20:00,11:15-20:00,11:15-20:00,11:15-20:00,11:15-20:00,11:15-16:00,closed,Europe/London,,FALSE,laughing-halibut-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f4cb127b9b6e35c92e1_Color%2520logo%2520with%2520background%25201%2520(2).png,,,,,"38 Strutton Ground, London SW1P 2HR, UK",51.4967053,-0.1338725,G4gKlK9a40,Old-school fish and chips takeaway with a cafe seating area at the back. Cash not accepted,https://maps.app.goo.gl/GhVdePQnWnqrD4c49,66e40c453322a38c351a2551,https://thenugget.app/template/location/laughing-halibut-london-england
Big Easy Restaurant - Covent Garden,Big Easy Restaurant - Covent Garden,12 Maiden Lane,London,England,WC2E 7NA,GB,0 20 4580 1173,,https://www.bigeasy.co.uk/menus/covent-garden-kids,1,"High chair, Baby change in unisex room, Kids' menu, Wheelchair access, Small sharing plates, Vegetarian, Vegan, Halal, Fun / Quirky, Relaxed, Buzzy, Good for groups, Takeaway, Healthy, Kids' colouring, A/C",,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:30,11:30-22:30,11:30-21:30,Europe/London,,FALSE,big-easy-restaurant-covent-garden-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/66e40c46f5ad5d18e8bbe928_big%2520easy%2520covent%2520garden.webp,,,,,"12 Maiden Ln, London WC2E 7NA, UK",51.5106786,-0.1229818,b4n2l2Mx4y,"Family owned since 1991, has authentic American BBQ with live music every night; pre-theatre menu available Monday-Friday from 4:00-5:30 pm; Weekday express lunch for £11; Cash not accepted. 📸 Big Easy",https://maps.app.goo.gl/PjME2PvscrPyukVB8,66e40c46f5ad5d18e8bbe92c,https://thenugget.app/template/location/big-easy-restaurant-covent-garden-london-england
Maxwell's Bar & Grill,Maxwell's Bar & Grill,34 King Street,London,England,WC2E 8JG,GB,0 20 7836 0303,,https://static1.squarespace.com/static/6033b2cd97baec38954ec857/t/660ed157fe51d02efe02020e/1712247137815/MAX+KIDS+ACTIVITY+MENU+MAR+2024.pdf,1,"High chair, Baby change in unisex room, Kids' menu, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Relaxed, Good for groups, Friendly staff, Healthy, Kids' colouring, A/C",,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-00:00,12:00-00:00,12:00-23:00,Europe/London,,FALSE,maxwell-s-bar-grill-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f5934a5ec5ff0dc71d2_maxwells.jpeg,,,,,"34 King St, London WC2E 8JG, UK",51.5116961,-0.1246264,rpXR5R3YJB,"American-style burgers, salads, ribs and grills with cocktail list and pre-theatre specials. Known as a family friendly restaurant with a kids meal for kids 10 and under: £9.95, including a main, side and pudding. Mocktails for kids also available. 📸 Maxwell's",https://maps.app.goo.gl/S5R3vKbvZSK3a7r39,66e40c4720ea1fdc6d74267b,https://thenugget.app/template/location/maxwell-s-bar-grill-london-england
Din Tai Fung Covent Garden,Din Tai Fung Covent Garden,5 Henrietta Street,London,England,WC2E 8PS,GB,0 20 3034 3888,,https://dintaifung-uk.com/discover/covent-garden/,1,"High chair, Baby change in women's room, Wheelchair access, Small sharing plates, Vegetarian, Vegan, Buzzy, Good for groups, Friendly staff, Healthy, A/C",,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,11:00-23:00,11:00-22:00,Europe/London,,FALSE,din-tai-fung-covent-garden-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f59091321a63edde0c8_din%2520tai%2520fung%2520cg.jpeg,,,,,"5 Henrietta St, London WC2E 8PS, UK",51.5112490,-0.1231764,LJyklkoDpl,"Flagship location for world-famous Chinese restaurant from Taiwan, known for its soup dumplings and noodles. Great for multi generational gatherings and celebrations. Cash not accepted. 📸 Din Tai Fung",https://maps.app.goo.gl/Qi4Sicw75gEFaKym6,66e40c479527ab23b4cdca7d,https://thenugget.app/template/location/din-tai-fung-covent-garden-london-england
Homeslice Neal's Yard,Homeslice Neal's Yard,13 Neal's Yard,London,England,WC2H 9DP,GB,0 20 3151 7488,,https://www.homeslicepizza.co.uk/menu,1,"High chair, Baby change in women's room, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Cosy, Good for groups, Takeaway, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,12:00-22:00,12:00-22:00,12:00-22:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-22:00,Europe/London,,FALSE,homeslice-neal-s-yard-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f5b25c7cd820d7e6628_homeslice.%2520neals%2520yeard.jpeg,,,,,"13 Neal's Yard, London WC2H 9DP, UK",51.5146643,-0.1264717,287y5yB64A,"Classic and creative pizzas, served 20"" or by the slice, also offering prosecco and  beers. 3 locations around London; Walk ins only; Cash not accepted. 📸 Homeslice",https://maps.app.goo.gl/XeHqqqbVMbCP2drC8,66e40c49e9d6ea4ba778b12b,https://thenugget.app/template/location/homeslice-neal-s-yard-london-england
Darwin Brasserie,Darwin Brasserie,"Level 36, Sky Garden Walk",London,England,EC3M 8AF,GB,0 333 772 0020,,https://skygarden.london/restaurants/darwin-brasserie/,1,"High chair, Baby change in women's room, Kids' menu, Wheelchair access, Small sharing plates, Vegetarian, Vegan, Buzzy, Good for groups, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,08:30-22:00,08:30-22:00,08:30-22:00,08:30-22:00,08:30-22:30,08:30-22:30,08:30-21:30,Europe/London,,FALSE,darwin-brasserie-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f5c765fd2652b3d7423_darwin%2520brasserie.jpeg,,,,,"Level 36, Sky Garden Walk, London, England, EC3M 8AF, GB",51.5112152,-0.0834590,x86GLG2Bpy,36th-floor restaurant in Sky Garden serving seasonal British dishes from breakfast to dinner. Spectacular views over London. Children must be accompanied by a guardian/parents (18+). Children not able to visit the gardens or bars after 6pm on weekdays and 9pm on the weekends. Cash not accepted. 📸 Darwin Brasserie,https://maps.app.goo.gl/pRU5tdQLonHixT9x9,66e40c4961caa43f4236d966,https://thenugget.app/template/location/darwin-brasserie-london-england
Jollibee Leicester Square,Jollibee Leicester Square,22 Leicester Square,London,England,WC2H 7LE,GB,0 20 7839 7150,,http://www.jollibee.uk/,0,"High chair, Baby change in women's room, Kids' menu, Wheelchair access, Outdoor seating, Good for groups, Takeaway, Friendly staff, Quick service, A/C",,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-23:00,10:00-23:00,10:00-22:00,Europe/London,,FALSE,jollibee-leicester-square-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f4cb127b9b6e35c92e1_Color%2520logo%2520with%2520background%25201%2520(2).png,,,,,"22 Leicester Square, London WC2H 7LE, UK",51.5106763,-0.1293528,0pjYlYEg86,"Philippines chain serving fried chicken, burgers & spaghetti with a Filipino flavor with counter-service. 2 locations in London; Cash not accepted; No parking available",https://maps.app.goo.gl/CbXpkjmopCewBSyd7,66e40c4a7f67db5058944c5e,https://thenugget.app/template/location/jollibee-leicester-square-london-england
T. Rex Restaurant,T. Rex Restaurant,Cromwell Road,London,England,SW7 5BD,GB,0 20 7942 5000,,https://www.nhm.ac.uk/content/dam/nhm-www/visit/Eatdrinkandshop/menus/T.Rex-Restaurant-Menu.pdf,1,"High chair, Baby change in women's room, Kids' menu, Wheelchair access, Small sharing plates, Vegetarian, Vegan, Relaxed, Good for groups, Takeaway, Friendly staff, Healthy, Kids' colouring, Kids' play space, Quick service, A/C",,11:00-20:30,11:00-20:30,11:00-20:30,10:30-22:00,10:30-22:00,10:30-22:00,11:00-20:30,Europe/London,,FALSE,t-rex-restaurant-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f5d18671d9375e81415_t-rex-grill-hti.jpg.thumb.768.768.jpeg,,,,,"Natural History Museum (Green Zone, Cromwell Rd, South Kensington, London SW7 5BD, UK",51.4965426,-0.1759764,y8GDkD0Bpr,"Family-friendly restaurant in the Natural History Museum for burgers, salads & stone-baked pizzas. Kids meals: Main and drink £8.5; OR Main, drink and dessert £11. Cash not accepted. 📸 Natural History Museum",https://maps.app.goo.gl/an7Cbv5C13vG6rpz5,66e40c4bdc02f44ce8471f8a,https://thenugget.app/template/location/t-rex-restaurant-london-england
Harrods Food Halls,Harrods Food Halls,87-135 Brompton Road,London,England,SW1X 7XL,GB,,,https://www.harrods.com/en-gb/c/restaurants/dining-hall,1,"High chair, Baby change in women's room, Kids' menu, Wheelchair access, Small sharing plates, Vegetarian, Vegan, Buzzy, Posh, Good for groups, Takeaway, Friendly staff, Healthy, A/C",,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,11:30-18:00,Europe/London,,FALSE,harrods-food-halls-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f5ea29a8096c4702a04_harrods.jpeg,,,,,"Food Halls, GROUND FLOOR, Harrods, 87-135 Brompton Rd, London SW1X 7XL, UK",51.4990913,-0.1628889,MJbZ0GB6JX,"The Harrods Food Hall 7 restaurants including Caviar Bar, Dim Sum by China Tang, The Grill, Kerridge's Fish & Chips, Kinoya Ramen Bar, Pasta Evangelists by Perbellini, and Sushi by MASA.  📸 Harrods",https://maps.app.goo.gl/F42AQWytXoaVRzf1A,66e40c4ccad9594ee3e59368,https://thenugget.app/template/location/harrods-food-halls-london-england
